tweet_id,rating_numerator,rating_denominator,name,age_category
892420643555336193,13,10,Phineas,
892177421306343426,13,10,Tilly,
891815181378084864,12,10,Archie,
891689557279858688,13,10,Darla,
891327558926688256,12,10,Franklin,
891087950875897856,13,10,,
890971913173991426,13,10,Jax,
890729181411237888,13,10,,
890609185150312448,13,10,Zoey,
890240255349198849,14,10,Cassie,doggo
890006608113172480,13,10,Koda,
889880896479866881,13,10,Bruno,
889665388333682689,13,10,,puppo
889638837579907072,12,10,Ted,
889531135344209921,13,10,Stuart,puppo
889278841981685760,13,10,Oliver,
888917238123831296,12,10,Jim,
888804989199671297,13,10,Zeke,
888554962724278272,13,10,Ralphus,
888202515573088257,13,10,Canela,
888078434458587136,12,10,Gerald,
887705289381826560,13,10,Jeffrey,
887517139158093824,14,10,Such,
887473957103951883,13,10,Canela,
887343217045368832,13,10,,
887101392804085760,12,10,,
886983233522544640,13,10,Maya,
886736880519319552,13,10,Mingus,
886680336477933568,13,10,Derek,
886366144734445568,12,10,Roscoe,pupper
886267009285017600,12,10,,
886258384151887873,13,10,Waffles,
886054160059072513,12,10,,
885984800019947520,12,10,Jimbo,
885528943205470208,13,10,Maisey,
885518971528720385,14,10,,
885311592912609280,13,10,Lilly,
885167619883638784,13,10,,
884925521741709313,12,10,Earl,
884876753390489601,13,10,Lola,
884562892145688576,13,10,Kevin,
884441805382717440,14,10,,
884247878851493888,13,10,,
884162670584377345,12,10,Yogi,doggo
883838122936631299,12,10,Noah,
883482846933004288,5,10,Bella,
883360690899218434,13,10,Grizzwald,floofer
883117836046086144,13,10,,
882992080364220416,13,10,Rusty,
882762694511734784,12,10,Gus,pupper
882627270321602560,13,10,Stanley,
882268110199369728,13,10,Alfy,
882045870035918850,13,10,Koko,
881906580714921986,12,10,Rey,
881666595344535552,13,10,Gary,
881633300179243008,17,10,,
881536004380872706,14,10,,pupper
881268444196462592,12,10,Elliot,
880935762899988482,13,10,Louis,
880872448815771648,12,10,,
880465832366813184,12,10,Bella,
880221127280381952,12,10,Jesse,
880095782870896641,11,10,,
879862464715927552,13,10,Romeo,
879674319642796034,14,10,,
879492040517615616,12,10,Bailey,
879415818425184262,13,10,Duddles,
879376492567855104,12,10,Jack,
879130579576475649,14,10,Emmy,
879050749262655488,11,10,Steven,
879008229531029506,13,10,Beau,
878776093423087618,13,10,Snoopy,puppo
878604707211726852,13,10,,
878404777348136964,13,10,Shadow,
878316110768087041,11,10,Terrance,
878281511006478336,13,10,Shadow,
878057613040115712,14,10,Emmy,
877736472329191424,13,10,Aja,
877611172832227328,14,10,,pupper
877556246731214848,12,10,Penny,
877316821321428993,13,10,Dante,
877201837425926144,12,10,Nelly,
876838120628539392,12,10,Ginger,pupper
876537666061221889,14,10,,
876484053909872640,13,10,Benedict,
876120275196170240,13,10,Venti,
875747767867523072,13,10,Goose,
875144289856114688,13,10,Nugget,
875097192612077568,13,10,,
875021211251597312,12,10,,
874680097055178752,12,10,Cash,
874434818259525634,12,10,Coco,
874296783580663808,13,10,Jed,pupper
874057562936811520,12,10,,
874012996292530176,13,10,Sebastian,puppo
873697596434513921,14,10,Walter,
873580283840344065,13,10,,
873337748698140672,12,10,Sierra,pupper
873213775632977920,12,10,Sierra,pupper
872967104147763200,12,10,,doggo
872820683541237760,13,10,,
872668790621863937,14,10,,
872620804844003328,13,10,Monkey,
872486979161796608,12,10,,
872261713294495745,13,10,Harry,
872122724285648897,12,10,Kody,
871879754684805121,13,10,Lassie,
871762521631449091,12,10,Rover,pupper
871515927908634625,12,10,Napolean,doggo
871166179821445120,12,10,Dawn,
871102520638267392,14,10,,doggo
871032628920680449,13,10,Boomer,
870804317367881728,11,10,,
870726314365509632,10,10,,
870656317836468226,13,10,Cody,
870374049280663552,13,10,Zoey,
870308999962521604,13,10,Rumble,
870063196459192321,14,10,Clifford,
869988702071779329,12,10,,
869772420881756160,13,10,Dewey,
869702957897576449,13,10,Stanley,
869596645499047938,12,10,Scout,doggo
869227993411051520,13,10,Gizmo,
868880397819494401,14,10,Walter,
868639477480148993,12,10,Cooper,
868622495443632128,13,10,,
868552278524837888,12,10,Cooper,
867900495410671616,12,10,,
867774946302451713,13,10,Harold,
867421006826221569,12,10,Shikha,puppo
867072653475098625,13,10,,
867051520902168576,13,10,,
866816280283807744,13,10,Jamesy,pupper
866720684873056260,13,10,,
866686824827068416,12,10,Lili,
866450705531457537,13,10,Jamesy,pupper
866334964761202691,12,10,Coco,
866094527597207552,12,10,,pupper
865718153858494464,13,10,Boomer,
865359393868664832,13,10,Sammy,
865006731092295680,13,10,Nelly,
864873206498414592,14,10,,
864279568663928832,12,10,Meatball,
864197398364647424,13,10,Paisley,
863907417377173506,13,10,Albus,
863553081350529029,13,10,Neptune,
863471782782697472,13,10,Quinn,
863432100342583297,12,10,Belle,
863427515083354112,12,10,,
863079547188785154,14,10,,
863062471531167744,13,10,Quinn,
862831371563274240,13,10,Zooey,
862722525377298433,11,10,Dave,
862457590147678208,13,10,Jersey,
862096992088072192,13,10,,
861769973181624320,13,10,,
861383897657036800,13,10,Hobbes,
861288531465048066,13,10,,
861005113778896900,12,10,Burt,
860981674716409858,13,10,Lorenzo,
860924035999428608,13,10,,
860563773140209665,13,10,Lorenzo,
860524505164394496,13,10,Carl,
860276583193509888,12,10,Jordy,
860184849394610176,14,10,,
860177593139703809,10,10,,
859924526012018688,12,10,Milky,
859851578198683649,13,10,Trooper,
859607811541651456,13,10,,puppo
859196978902773760,12,10,,
859074603037188101,13,10,,
858860390427611136,12,10,Winston,
858843525470990336,13,10,,doggo
858471635011153920,13,10,Sophie,
858107933456039936,12,10,Wyatt,
857989990357356544,12,10,Rosie,
857746408056729600,13,10,Thor,
857393404942143489,13,10,,
857263160327368704,13,10,Oscar,
857214891891077121,12,10,,
857062103051644929,13,10,,
857029823797047296,12,10,Zeke,
856602993587888130,13,10,Luna,
856543823941562368,12,10,Callie,
856526610513747968,14,10,,
856330835276025856,14,10,,
856288084350160898,14,10,,
856282028240666624,14,10,Cermet,
855862651834028034,420,10,,
855860136149123072,666,10,,
855857698524602368,13,10,,
855818117272018944,13,10,,
855459453768019968,12,10,,
855245323840757760,12,10,George,
855138241867124737,14,10,,
854732716440526848,12,10,Marlee,
854482394044301312,13,10,Arya,
854365224396361728,13,10,Einstein,
854120357044912130,14,10,,pupper
853760880890318849,12,10,Alice,
853639147608842240,13,10,,
853299958564483072,13,10,Rumpole,
852936405516943360,13,10,,
852912242202992640,12,10,Benny,
852672615818899456,12,10,Aspen,
852553447878664193,13,10,Jarod,
852311364735569921,13,10,Wiggles,
852226086759018497,14,10,General,
852189679701164033,12,10,Sailor,
851953902622658560,13,10,Astrid,doggo
851861385021730816,10,10,,
851591660324737024,11,10,,
851464819735769094,14,10,Iggy,
851224888060895234,13,10,Snoop,
850753642995093505,11,10,Kyle,
850380195714523136,13,10,Leo,
850333567704068097,13,10,,
850145622816686080,11,10,Riley,
850019790995546112,12,10,Boomer,pupper
849776966551130114,12,10,,
849668094696017920,12,10,Gidget,pupper
849412302885593088,12,10,Noosh,
849336543269576704,11,10,,
849051919805034497,13,10,Kevin,
848690551926992896,12,10,,
848324959059550208,12,10,Odin,
848213670039564288,11,10,,
848212111729840128,6,10,Jerry,
847978865427394560,11,10,Charlie,
847971574464610304,13,10,,
847962785489326080,10,10,Georgie,
847842811428974592,12,10,Rontu,
847617282490613760,13,10,,
847606175596138505,12,10,Cannon,
847251039262605312,12,10,Furzey,
847157206088847362,11,10,Daisy,
847116187444137987,11,10,,
846874817362120707,13,10,Tuck,
846514051647705089,13,10,Barney,doggo
846505985330044928,11,10,,
846153765933735936,13,10,Vixen,
846139713627017216,13,10,,
846042936437604353,12,10,Jarvis,
845812042753855489,13,10,,
845677943972139009,12,10,,
845459076796616705,12,10,,
845397057150107648,13,10,Mimosa,doggo
845306882940190720,12,10,Pickles,pupper
845098359547420673,12,10,Bungalo,
844979544864018432,13,10,,
844973813909606400,12,10,Brady,
844704788403113984,13,10,Luna,
844580511645339650,11,10,Charlie,
844223788422217728,12,10,Margo,
843981021012017153,13,10,,
843856843873095681,12,10,Sadie,
843604394117681152,11,10,Hank,
843235543001513987,13,10,Tycho,
842892208864923648,13,10,Stephan,
842846295480000512,13,10,Charlie,
842765311967449089,12,10,Indie,
842535590457499648,13,10,Winnie,
842163532590374912,12,10,George,
842115215311396866,12,10,Bentley,
841833993020538882,13,10,Ken,
841680585030541313,12,10,Penny,
841439858740625411,14,10,,
841320156043304961,12,10,,
841314665196081154,13,10,Max,
841077006473256960,12,10,Dawn,
840761248237133825,12,10,Maddie,
840728873075638272,12,10,Pipsy,
840698636975636481,10,10,,
840696689258311684,10,10,,
840632337062862849,12,10,Maddie,
840370681858686976,13,10,,
840268004936019968,12,10,Monty,
839990271299457024,13,10,Sojourner,
839549326359670784,12,10,Winston,
839290600511926273,10,10,,pupper
839239871831150596,13,10,Odie,
838952994649550848,13,10,,
838921590096166913,13,10,Arlo,
838916489579200512,15,10,,
838831947270979586,13,10,Riley,
838561493054533637,13,10,Walter,
838476387338051585,13,10,Stanley,
838201503651401729,13,10,Sunny,
838150277551247360,182,10,,
838085839343206401,15,10,,
838083903487373313,13,10,Daisy,
837820167694528512,12,10,,pupper
837482249356513284,13,10,Waffles,
837471256429613056,12,10,Vincent,
837366284874571778,13,10,Lucy,
837110210464448512,13,10,Clark,pupper
837012587749474308,14,10,,
836989968035819520,12,10,Mookie,
836753516572119041,12,10,Meera,doggo
836677758902222849,11,10,Oliver,
836648853927522308,11,10,,
836397794269200385,13,10,Buddy,
836380477523124226,12,10,Ava,pupper
836260088725786625,13,10,Lucy,
836001077879255040,13,10,,
835685285446955009,12,10,Rory,
835574547218894849,11,10,Eli,
835536468978302976,12,10,Lola,
835309094223372289,13,10,,
835297930240217089,12,10,Ash,
835264098648616962,12,10,Lola,
835172783151792128,12,10,,
835152434251116546,0,10,,
834931633769889797,12,10,Tucker,
834786237630337024,13,10,Tobi,
834574053763584002,13,10,,doggo
834477809192075265,12,10,Leo,
834458053273591808,12,10,Chester,
834209720923721728,12,10,Wilson,
834167344700198914,11,10,Sunshine,
834089966724603904,10,10,,doggo
834086379323871233,12,10,Lipton,
833863086058651648,12,10,Bentley,
833826103416520705,13,10,Charlie,
833732339549220864,12,10,Gabby,
833722901757046785,13,10,Bronte,
833479644947025920,13,10,Poppy,
833124694597443584,12,10,Gidget,pupper
832998151111966721,13,10,Rhino,doggo
832769181346996225,12,10,,
832757312314028032,13,10,Willow,
832682457690300417,13,10,,
832645525019123713,10,10,,
832636094638288896,12,10,Orion,
832397543355072512,12,10,Eevee,
832369877331693569,11,10,Charlie,
832273440279240704,14,10,Smiley,doggo
832215909146226688,75,10,Logan,
832215726631055365,13,10,Moreton,
832040443403784192,12,10,Klein,
832032802820481025,12,10,Miguel,doggo
831939777352105988,12,10,Emanuel,doggo
831926988323639298,12,10,,
831911600680497154,14,10,Kuyu,
831670449226514432,13,10,Daisy,
831650051525054464,13,10,,
831552930092285952,13,10,Dutch,
831322785565769729,12,10,Pete,doggo
831315979191906304,13,10,,pupper
831309418084069378,12,10,Scooter,
831262627380748289,12,10,Tucker,
830956169170665475,12,10,Reggie,
830583320585068544,13,10,Lilly,
830173239259324417,12,10,Kyro,
830097400375152640,13,10,Samson,
829878982036299777,12,10,Loki,doggo
829861396166877184,12,10,Mia,
829501995190984704,12,10,Leo,
829449946868879360,11,10,,doggo
829374341691346946,13,10,Astrid,doggo
829141528400556032,12,10,Malcolm,
829011960981237760,13,10,Dexter,
828801551087042563,12,10,Gus,
828770345708580865,13,10,Alfie,
828708714936930305,10,10,Fiona,
828650029636317184,14,10,,
828409743546925057,12,10,Mutt,
828408677031882754,12,10,Bear,
828381636999917570,14,10,Doobert,doggo
828376505180889089,13,10,Beebop,
828372645993398273,12,10,Alexander,
828361771580813312,12,10,,
828046555563323392,13,10,Sailer,
828011680017821696,11,10,Brutus,
827933404142436356,12,10,Kona,pupper
827653905312006145,12,10,Boots,
827600520311402496,13,10,Tucker,
827324948884643840,12,10,Ralphie,
827228250799742977,12,10,Phil,
827199976799354881,13,10,Charlie,
826958653328592898,12,10,Loki,doggo
826848821049180160,13,10,Cupid,doggo
826615380357632002,10,10,,
826598799820865537,7,10,,
826598365270007810,13,10,Pawnd,
826476773533745153,12,10,Pilot,doggo
826240494070030336,11,10,,
826204788643753985,13,10,,doggo
826115272272650244,13,10,Ike,
825876512159186944,11,10,Mo,
825829644528148480,12,10,Toby,
825535076884762624,14,10,,puppo
825147591692263424,13,10,Sweet,
825120256414846976,12,10,Pablo,puppo
825026590719483904,12,10,Pablo,puppo
824796380199809024,11,10,Bailey,
824775126675836928,12,10,Scooter,
824663926340194305,13,10,Wilson,
824325613288833024,13,10,,pupper
824297048279236611,11,10,Nala,
824025158776213504,14,10,,
823939628516474880,12,10,Cash,
823719002937630720,12,10,Balto,
823699002998870016,12,10,Winston,
823581115634085888,11,10,Crawford,
823333489516937216,13,10,,
823322678127919110,11,10,Wyatt,
823269594223824897,11,10,,
822975315408461824,12,10,Albus,
822872901745569793,13,10,,puppo
822859134160621569,12,10,Hobbes,
822647212903690241,13,10,Paisley,
822610361945911296,12,10,,
822489057087389700,13,10,Paisley,
822462944365645825,14,10,Gabe,pupper
822244816520155136,11,10,,
822163064745328640,11,10,Mattie,
821886076407029760,13,10,Jimison,
821813639212650496,12,10,Hercules,
821765923262631936,13,10,Duchess,doggo
821522889702862852,13,10,Harlso,
821421320206483457,12,10,Sampson,doggo
821407182352777218,14,10,Sundance,doggo
821153421864615936,13,10,,
821149554670182400,12,10,Luca,
821107785811234820,11,10,,doggo
821044531881721856,12,10,Flash,
820837357901512704,12,10,Finn,
820749716845686786,13,10,Sunny,
820494788566847489,14,10,,
820446719150292993,13,10,Peaches,
820314633777061888,14,10,,
820078625395449857,12,10,,
820013781606658049,13,10,Oliver,puppo
819952236453363712,13,10,Oliver,puppo
819924195358416896,11,10,,doggo
819711362133872643,11,10,Howie,
819588359383371776,13,10,Jazzy,
819347104292290561,12,10,Anna,
819238181065359361,10,10,,pupper
819227688460238848,12,10,Finn,
819015337530290176,14,10,Bo,doggo
819015331746349057,14,10,Sunny,doggo
819006400881917954,14,10,Sunny,doggo
819004803107983360,14,10,Bo,doggo
818646164899774465,11,10,Seamus,
818627210458333184,13,10,Wafer,
818614493328580609,12,10,Bear,
818588835076603904,11,10,Chelsea,pupper
818536468981415936,11,10,Tom,
818307523543449600,13,10,Moose,
818259473185828864,12,10,Florence,
818145370475810820,11,10,Autumn,
817908911860748288,12,10,,
817827839487737858,13,10,Buddy,
817536400337801217,12,10,Eugene,
817502432452313088,7,10,Herschel,pupper
817423860136083457,13,10,Ken,
817415592588222464,11,10,Strudel,
817181837579653120,13,10,,pupper
817171292965273600,13,10,Tebow,
817120970343411712,13,10,,
817056546584727552,11,10,Chloe,
816829038950027264,12,10,Betty,puppo
816816676327063552,12,10,Timber,
816697700272001025,12,10,Binky,
816450570814898180,13,10,Moose,
816336735214911488,11,10,Dudley,
816091915477250048,12,10,Comet,
816062466425819140,11,10,Jack,
816014286006976512,11,10,Larry,
815990720817401858,11,10,Jack,
815966073409433600,13,10,,pupper
815745968457060357,12,10,Levi,
815736392542261248,11,10,Akumi,
815639385530101762,12,10,Titan,
815390420867969024,13,10,,
814986499976527872,11,10,Cooper,pupper
814638523311648768,12,10,Olivia,
814578408554463233,9,10,Beau,
814530161257443328,12,10,Alf,
814153002265309185,12,10,Oshie,
813944609378369540,11,10,Bruce,
813910438903693312,11,10,Chubbs,doggo
813812741911748608,14,10,Gary,
813800681631023104,12,10,Sky,
813217897535406080,13,10,Atlas,
813202720496779264,11,10,,doggo
813187593374461952,13,10,,
813172488309972993,12,10,Eleanor,
813157409116065792,12,10,Layla,
813142292504645637,13,10,,
813130366689148928,12,10,,
813127251579564032,11,10,,doggo
813112105746448384,12,10,Toby,
813096984823349248,11,10,Rocky,doggo
813081950185472002,11,10,Baron,
813066809284972545,12,10,Tyr,
813051746834595840,13,10,Bauer,
812781120811126785,10,10,Swagger,
812747805718642688,10,10,Sammy,
812709060537683968,12,10,Brandi,
812503143955202048,13,10,,
812466873996607488,12,10,Mary,
812372279581671427,13,10,Moe,
811985624773361665,11,10,Ted,
811744202451197953,13,10,Halo,
811647686436880384,11,10,,
811627233043480576,10,10,Augie,
811386762094317568,11,10,Craig,pupper
810896069567610880,11,10,Hunter,
810657578271330305,11,10,Pavlov,
810284430598270976,13,10,Phil,
810254108431155201,12,10,Gus,
809920764300447744,10,10,,
809808892968534016,12,10,Maximus,
809448704142938112,12,10,,
809220051211603969,12,10,Kyro,
809084759137812480,11,10,Wallace,
808838249661788160,13,10,Ito,
808733504066486276,12,10,,pupper
808501579447930884,12,10,Koda,
808344865868283904,11,10,Seamus,
808134635716833280,13,10,Milo,
808001312164028416,12,10,Cooper,
807621403335917568,14,10,Ollie,pupper
807106840509214720,13,10,Stephan,
807059379405148160,12,10,Cali,
807010152071229440,12,10,Lennon,
806629075125202948,13,10,,
806620845233815552,12,10,,
806576416489959424,13,10,,
806542213899489280,11,10,Waffles,
806242860592926720,12,10,Dave,
806219024703037440,11,10,Incredibly,
805958939288408065,10,10,Penny,
805932879469572096,12,10,Major,
805826884734976000,12,10,Duke,
805823200554876929,12,10,Reginald,puppo
805520635690676224,13,10,Zeke,
805487436403003392,12,10,Sansa,
805207613751304193,12,10,Shooter,
804738756058218496,12,10,Django,
804475857670639616,13,10,,
804413760345620481,13,10,Rusty,
804026241225523202,13,10,Bo,
803773340896923648,12,10,Diogi,puppo
803692223237865472,13,10,,
803638050916102144,13,10,,pupper
803380650405482500,12,10,Sonny,
803321560782307329,11,10,Philbert,
803276597545603072,11,10,Winston,
802952499103731712,12,10,Marley,
802624713319034886,12,10,,
802600418706604034,11,10,Bailey,
802572683846291456,12,10,Winnie,
802323869084381190,13,10,Severus,
802247111496568832,13,10,,
802239329049477120,12,10,Loki,puppo
802185808107208704,13,10,,
801958328846974976,12,10,Ronnie,
801854953262350336,11,10,,
801538201127157760,12,10,Wallace,
801285448605831168,10,10,,
801167903437357056,13,10,Milo,
801127390143516673,11,10,Anakin,doggo
800859414831898624,11,10,,doggo
800855607700029440,11,10,,
800751577355128832,12,10,Mauve,
800513324630806528,11,10,Chef,
800459316964663297,12,10,,pupper
800443802682937345,11,10,Sampson,pupper
800388270626521089,12,10,Doc,floofer
800188575492947969,11,10,Bo,pupper
800141422401830912,13,10,Peaches,
800018252395122689,11,10,,doggo
799774291445383169,13,10,Tucker,
799757965289017345,13,10,Sobe,doggo
799422933579902976,12,10,Longfellow,
799308762079035393,14,10,,
799297110730567681,11,10,Jeffrey,
799063482566066176,11,10,Mister,
798933969379225600,12,10,Iroh,
798925684722855936,11,10,Shadow,
798705661114773508,11,10,Baloo,pupper
798701998996647937,10,10,,
798697898615730177,10,10,Stubert,
798694562394996736,12,10,,
798686750113755136,11,10,Jack,
798682547630837760,8,10,,pupper
798673117451325440,13,10,,
798665375516884993,10,10,Lola,
798644042770751489,10,10,Paull,
798628517273620480,12,10,,
798585098161549313,10,10,Timison,
798576900688019456,1,10,,
798340744599797760,11,10,Davey,
798209839306514432,13,10,Cooper,
797971864723324932,12,10,,pupper
797545162159308800,12,10,Cassie,
797236660651966464,12,10,Pancake,
797165961484890113,11,10,,
796904159865868288,11,10,Tyrone,
796865951799083009,12,10,Tyr,
796759840936919040,11,10,Romeo,
796563435802726400,13,10,,puppo
796484825502875648,12,10,,doggo
796387464403357696,12,10,Snicku,
796177847564038144,11,10,Ruby,
796149749086875649,11,10,Ruby,
796125600683540480,13,10,,
796116448414461957,11,10,,
796080075804475393,12,10,Yogi,
796031486298386433,13,10,Daisy,
795464331001561088,13,10,,doggo
795400264262053889,12,10,Brody,
795076730285391872,11,10,Bailey,
794983741416415232,12,10,Rizzy,
794926597468000259,12,10,Mack,
794355576146903043,12,10,Butter,
794332329137291264,12,10,Nimbus,
794205286408003585,14,10,Laika,pupper
793962221541933056,12,10,Maximus,
793845145112371200,13,10,Clark,
793614319594401792,13,10,,
793601777308463104,12,10,Dobby,
793500921481273345,12,10,Fiona,
793286476301799424,13,10,Moreton,
793271401113350145,12,10,Dave,
793256262322548741,12,10,,
793241302385262592,13,10,Tucker,
793226087023144960,11,10,Juno,
793210959003287553,10,10,Maude,
793195938047070209,12,10,Lily,puppo
793180763617361921,11,10,Newt,
793165685325201412,12,10,Benji,
793150605191548928,11,10,Nida,
793135492858580992,13,10,,
793120401413079041,11,10,Robin,
792913359805018113,13,10,,
792883833364439040,12,10,Bailey,
792773781206999040,12,10,Monster,
792394556390137856,12,10,Bebe,
792050063153438720,11,10,Remus,
791821351946420224,13,10,,pupper
791784077045166082,12,10,,
791780927877898241,11,10,Maddie,
791774931465953280,14,10,,
791672322847637504,13,10,,
791406955684368384,12,10,Levi,
791312159183634433,12,10,Mabel,
791026214425268224,11,10,Alfie,
790987426131050500,12,10,Misty,
790946055508652032,12,10,Betty,puppo
790723298204217344,12,10,Happy,
790698755171364864,12,10,Mosby,
790581949425475584,11,10,Duke,
790337589677002753,12,10,Maggie,
790277117346975746,11,10,Bruce,
790227638568808452,11,10,Leela,
789986466051088384,12,10,Happy,
789960241177853952,12,10,Buddy,
789903600034189313,13,10,Ralphy,pupper
789628658055020548,13,10,Eli,
789599242079838210,12,10,Brownie,
789530877013393408,12,10,Rizzy,
789314372632018944,13,10,,
789280767834746880,12,10,Meyer,
789268448748703744,10,10,Stella,
789137962068021249,12,10,Bo,
788908386943430656,11,10,Lucy,
788765914992902144,12,10,Butter,
788552643979468800,13,10,,pupper
788412144018661376,11,10,Dexter,
788178268662984705,13,10,,
788150585577050112,13,10,Leo,
788070120937619456,11,10,Bo,
788039637453406209,12,10,,
787810552592695296,11,10,Frank,
787717603741622272,13,10,Tonks,puppo
787397959788929025,11,10,Moose,
787322443945877504,10,10,Lincoln,
787111942498508800,12,10,Carl,
786963064373534720,12,10,Rory,
786729988674449408,11,10,Oakley,
786709082849828864,75,10,Logan,
786664955043049472,12,10,,
786595970293370880,11,10,Dale,
786363235746385920,13,10,Rizzo,doggo
786286427768250368,12,10,Arnie,
786233965241827333,11,10,Mattie,
786051337297522688,13,10,,puppo
786036967502913536,11,10,Scout,
785927819176054784,12,10,Lucy,
785872687017132033,12,10,Rusty,
785533386513321988,11,10,Dallas,
785515384317313025,10,10,,
785264754247995392,12,10,Doc,
785170936622350336,11,10,Hero,
784826020293709826,13,10,Rusty,
784517518371221505,11,10,Frankie,
784431430411685888,12,10,Stormy,
784183165795655680,12,10,Reginald,puppo
784057939640352768,12,10,Balto,
783839966405230592,13,10,Riley,
783821107061198850,12,10,Mairi,
783695101801398276,12,10,Loomis,
783466772167098368,11,10,Finn,
783391753726550016,13,10,Godi,
783347506784731136,11,10,Kenny,
783334639985389568,12,10,Dave,
783085703974514689,11,10,Earl,
782969140009107456,12,10,Cali,
782747134529531904,11,10,Deacon,doggo
782722598790725632,10,10,Penny,
782598640137187329,11,10,Timmy,
782305867769217024,12,10,Sampson,doggo
782021823840026624,12,10,Harper,
781955203444699136,11,10,Chipson,
781661882474196992,5,10,,
781655249211752448,11,10,Combo,doggo
781524693396357120,12,10,,
781251288990355457,11,10,Oakley,
781163403222056960,10,10,,
780931614150983680,13,10,,puppo
780858289093574656,10,10,Dash,
780800785462489090,11,10,Koda,
780601303617732608,12,10,Hercules,
780543529827336192,12,10,,
780496263422808064,12,10,Bell,
780476555013349377,12,10,,
780459368902959104,11,10,Bear,
780192070812196864,11,10,,
780092040432480260,8,10,Hank,
780074436359819264,10,10,,doggo
779834332596887552,11,10,Scout,
779377524342161408,12,10,,pupper
779124354206535695,11,10,Hurley,
779123168116150273,12,10,Reggie,
779056095788752897,13,10,,
778990705243029504,11,10,Jay,
778774459159379968,13,10,,
778764940568104960,13,10,,
778748913645780993,11,10,Mya,
778650543019483137,10,10,Strider,
778624900596654080,11,10,Penny,
778408200802557953,14,10,,
778396591732486144,10,10,,
778383385161035776,13,10,Nala,
778286810187399168,11,10,Stanley,
778039087836069888,12,10,,pupper
778027034220126208,27,10,Sophie,pupper
777953400541634568,8,10,Gerald,doggo
777885040357281792,3,10,Wesley,
777684233540206592,12,10,,
777641927919427584,12,10,Arnie,
777621514455814149,12,10,Derek,
777189768882946048,12,10,Jeffrey,
776819012571455488,13,10,,pupper
